molecule_chembl_id,canonical_smiles,standard_value
CHEMBL3236391,CN[C@@H](C)C(=O)N[C@H]1CCC[C@@H]2C[C@H]3CCN(CCc4ccccc4)C[C@H]3N2C1=O,10000.0
CHEMBL3339214,CN[C@@H](C)C(=O)N[C@H](C(=O)N1Cc2cc(NC(=O)c3ccc(C(=O)N[C@H]4C[C@@H](C(=O)N[C@@H]5CCCc6ccccc65)N(C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)C4)cc3)ccc2C[C@H]1C(=O)N[C@@H]1CCCc2ccccc21)C(C)(C)C,15.0
CHEMBL3339215,CN[C@@H](C)C(=O)N[C@H](C(=O)N1Cc2cc(OCc3ccc(C(=O)N[C@H]4C[C@@H](C(=O)N[C@@H]5CCCc6ccccc65)N(C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)C4)cc3)ccc2C[C@H]1C(=O)N[C@@H]1CCCc2ccccc21)C(C)(C)C,76.0
CHEMBL3339216,CN[C@@H](C)C(=O)N[C@H](C(=O)N1Cc2cc(C#Cc3ccc(C(=O)N[C@H]4C[C@@H](C(=O)N[C@@H]5CCCc6ccccc65)N(C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)C4)cc3)ccc2C[C@H]1C(=O)N[C@@H]1CCCc2ccccc21)C(C)(C)C,79.0
CHEMBL3339217,CN[C@@H](C)C(=O)N[C@H](C(=O)N1Cc2cc(CCc3ccc(C(=O)N[C@H]4C[C@@H](C(=O)N[C@@H]5CCCc6ccccc65)N(C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)C4)cc3)ccc2C[C@H]1C(=O)N[C@@H]1CCCc2ccccc21)C(C)(C)C,25.0
CHEMBL3339218,CN[C@@H](C)C(=O)N[C@H](C(=O)N1Cc2cc(C(=O)Nc3nc4cc(C(=O)N[C@H]5C[C@@H](C(=O)N[C@@H]6CCCc7ccccc76)N(C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)C5)ccc4s3)ccc2C[C@H]1C(=O)N[C@@H]1CCCc2ccccc21)C(C)(C)C,11.0
CHEMBL3339219,CN[C@@H](C)C(=O)N[C@H](C(=O)N1Cc2cc(C(=O)Nc3ncc(C(=O)N[C@H]4C[C@@H](C(=O)N[C@@H]5CCCc6ccccc65)N(C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)C4)o3)ccc2C[C@H]1C(=O)N[C@@H]1CCCc2ccccc21)C(C)(C)C,2.0
CHEMBL3339220,CN[C@@H](C)C(=O)N[C@H](C(=O)N1C[C@@H](NC(=O)c2ccc(CN(C(=O)[C@@H]3Cc4ccccc4CN3C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)[C@H]3CCCc4ccccc43)cc2)C[C@H]1C(=O)N[C@@H]1CCCc2ccccc21)C(C)(C)C,25.0
CHEMBL3339221,CN[C@@H](C)C(=O)N[C@H](C(=O)N1C[C@@H](NC(=O)c2ccc(CN(C(=O)[C@@H]3Cc4ccccc4CN3C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)[C@H](C)c3ccccc3F)cc2)C[C@H]1C(=O)N[C@@H]1CCCc2ccccc21)C(C)(C)C,7.0
CHEMBL3339223,CN[C@@H](C)C(=O)N[C@H](C(=O)N1C[C@@H](NC(=O)c2ccc(CN(C(=O)[C@@H]3Cc4ccccc4CN3C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)[C@@H](COC)c3ccccc3)cc2)C[C@H]1C(=O)N[C@@H]1CCCc2ccccc21)C(C)(C)C,5.0
CHEMBL3339224,CN[C@@H](C)C(=O)N[C@H](C(=O)N1C[C@@H](NC(=O)c2ccc(CN(C(=O)[C@@H]3Cc4ccccc4CN3C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)[C@H](COC)c3ccccc3)cc2)C[C@H]1C(=O)N[C@@H]1CCCc2ccccc21)C(C)(C)C,8.0
CHEMBL3410871,CN[C@@H](C)C(=O)N[C@H](C(=O)N1Cc2cc(NC(=O)C3(C(=O)N[C@H]4C[C@@H](C(=O)N[C@@H]5CCCc6ccccc65)N(C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)C4)CCC3)ccc2C[C@H]1C(=O)N[C@@H]1CCCc2ccccc21)C(C)(C)C,4.0
CHEMBL3410872,CN[C@@H](C)C(=O)N[C@H](C(=O)N1Cc2cc(NC(=O)C(=O)N[C@H]3C[C@@H](C(=O)N[C@@H]4CCCc5ccccc54)N(C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)C3)ccc2C[C@H]1C(=O)N[C@@H]1CCCc2ccccc21)C(C)(C)C,4.8
CHEMBL3410873,CN[C@@H](C)C(=O)N[C@H](C(=O)N1Cc2cc(NCC(=O)N[C@H]3C[C@@H](C(=O)N[C@@H]4CCCc5ccccc54)N(C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)C3)ccc2C[C@H]1C(=O)N[C@@H]1CCCc2ccccc21)C(C)(C)C,4.7
CHEMBL3410874,CN[C@@H](C)C(=O)N[C@H](C(=O)N1Cc2cc(NC(=O)N[C@H]3C[C@@H](C(=O)N[C@@H]4CCCc5ccccc54)N(C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)C3)ccc2C[C@H]1C(=O)N[C@@H]1CCCc2ccccc21)C(C)(C)C,5.6
CHEMBL3039522,CC[C@H](NC(=O)[C@H](C)NC)C(=O)N1C[C@@H](O)C[C@H]1Cc1c(-c2[nH]c3cc(F)ccc3c2C[C@@H]2C[C@H](O)CN2C(=O)[C@H](CC)NC(=O)[C@H](C)NC)[nH]c2cc(F)ccc12,50.0
CHEMBL3410875,CN[C@@H](C)C(=O)N[C@H](C(=O)N1Cc2cc(NC(=O)[C@H]3C[C@@H](C(=O)N[C@@H]4CCCc5ccccc54)N(C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)C3)ccc2C[C@H]1C(=O)N[C@@H]1CCCc2ccccc21)C(C)(C)C,2.9
CHEMBL3410876,CN[C@@H](C)C(=O)N[C@H](C(=O)N1Cc2cc(C(=O)N[C@H]3C[C@@H](C(=O)N[C@@H]4CCCc5ccccc54)N(C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)C3)ccc2C[C@H]1C(=O)N[C@@H]1CCCc2ccccc21)C(C)(C)C,4.5
CHEMBL3410877,CN[C@@H](C)C(=O)N[C@H](C(=O)N1Cc2cc(N[C@H]3C[C@@H](C(=O)N[C@@H]4CCCc5ccccc54)N(C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)C3)ccc2C[C@H]1C(=O)N[C@@H]1CCCc2ccccc21)C(C)(C)C,3.4
CHEMBL3410878,CN[C@@H](C)C(=O)N[C@H](C(=O)N1Cc2cc(O[C@H]3C[C@@H](C(=O)N[C@@H]4CCCc5ccccc54)N(C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)C3)ccc2C[C@H]1C(=O)N[C@@H]1CCCc2ccccc21)C(C)(C)C,3.6
CHEMBL3410879,CN[C@@H](C)C(=O)N[C@H](C(=O)N1Cc2cc([C@H]3C[C@@H](C(=O)N[C@@H]4CCCc5ccccc54)N(C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)C3)ccc2C[C@H]1C(=O)N[C@@H]1CCCc2ccccc21)C(C)(C)C,4.9
CHEMBL3410807,CN[C@@H](C)C(=O)N[C@H](C(=O)N1Cc2cc(NC(=O)c3ccc(CCN[C@H]4C[C@@H](C(=O)N[C@@H]5CCCc6ccccc65)N(C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)C4)cc3)ccc2C[C@H]1C(=O)N[C@@H]1CCCc2ccccc21)C(C)(C)C,4.2
CHEMBL3410808,CN[C@@H](C)C(=O)N[C@H](C(=O)N1Cc2cc(NC(=O)CCCC(=O)N[C@H]3C[C@@H](C(=O)N[C@@H]4CCCc5ccccc54)N(C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)C3)ccc2C[C@H]1C(=O)N[C@@H]1CCCc2ccccc21)C(C)(C)C,3.4
CHEMBL3410809,CN[C@@H](C)C(=O)N[C@H](C(=O)N1Cc2cc(NC(=O)C(F)(F)C(F)(F)C(F)(F)C(=O)N[C@H]3C[C@@H](C(=O)N[C@@H]4CCCc5ccccc54)N(C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)C3)ccc2C[C@H]1C(=O)N[C@@H]1CCCc2ccccc21)C(C)(C)C,17.0
CHEMBL3414727,CN[C@@H](C)C(=O)N[C@H](C(=O)N1C[C@@H]2C[C@H]1C(=O)N[C@@H](Cc1ccc3ccccc3c1)C(=O)N[C@H](C(=O)O)Cc1ccc(cc1)OCc1cn(nn1)[C@H]1C[C@@H](C(=O)N[C@@H](Cc3ccc4ccccc4c3)C(=O)N[C@H](C(=O)O)Cc3ccc(cc3)OCc3cn2nn3)N(C(=O)[C@@H](NC(=O)[C@H](C)NC)C2CCCCC2)C1)C1CCCCC1,7.0
CHEMBL3414728,CN[C@@H](C)C(=O)N[C@H](C(=O)N1C[C@@H]2C[C@H]1C(=O)N[C@@H](Cc1ccc3ccccc3c1)C(=O)N[C@H](C(=O)O)Cc1ccc(cc1)OCc1cn(nn1)[C@H]1C[C@@H](C(=O)N[C@@H](Cc3ccc4ccccc4c3)C(=O)N[C@H](C(=O)O)Cc3ccc(cc3)OCc3cn2nn3)N(C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)C1)C(C)(C)C,5.0
CHEMBL3414729,CN[C@@H](C)C(=O)N[C@H](C(=O)N1C[C@@H]2C[C@H]1C(=O)N[C@@H](Cc1ccc3ccccc3c1)C(=O)N[C@H](C(=O)O)Cc1cn(nn1)[C@H]1C[C@@H](C(=O)N[C@@H](Cc3ccc4ccccc4c3)C(=O)N[C@H](C(=O)O)Cc3cn2nn3)N(C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)C)C1)C(C)C,3.0
CHEMBL3601398,COc1cc2c(cc1OC(C)C)[C@H](c1ccc(Cl)cc1)N(c1ccc(N(C)C[C@H]3CC[C@H](N4CCN(C)C(=O)C4)CC3)cc1)C(=O)C2,50000.0
CHEMBL181785,CC(C)[C@H](NC(=O)[C@H](C)N)C(N)=O,24000.0
CHEMBL3600720,C[C@H](N)C(=O)Nc1cccc(N)n1,27000.0
CHEMBL3600732,C[C@@H]1CN(CC(=O)N2CCc3cnc(Cl)cc32)CCN1,20000.0
CHEMBL3600721,C[C@@H]1CN(CC(=O)N2CCCC2)CCN1,410000.0
CHEMBL3600733,C[C@@H]1CN(CC(=O)N2CC(C)(C)c3ccc(Cl)cc32)CCN1,3700.0
CHEMBL3600734,COC[C@H]1CN[C@H](C)CN1CC(=O)N1CC(C)(C)c2ccc(Cl)cc21,650.0
CHEMBL3600735,COC[C@H]1CN[C@H](C)CN1CC(=O)N1CC(C)(C)c2cnc(Cl)cc21,320.0
CHEMBL3600717,COC[C@H]1CN[C@H](C)CN1CC(=O)N1CC(C)(C)c2cnc(Cc3ccccc3)cc21,10.0
CHEMBL3700080,C[C@@H]1CN(CC(=O)N2CC(C)(C)c3cnc(C(F)(F)C4CC4)cc32)[C@@H](CN2CCCC2=O)CN1,14.0
CHEMBL3700003,COC[C@H]1CN[C@H](C)CN1CC(=O)N1CC(C)(C)c2cnc(-c3cnn(C)c3)cc21,550.0
CHEMBL3699023,CN[C@@H](C)C(=O)N[C@H]1CN(S(=O)(=O)CCC/C=C/CCCS(=O)(=O)N2CC[C@H]3CC[C@@H](C(=O)NC(c4ccccc4)c4ccccc4)N3C(=O)[C@@H](NC(=O)[C@H](C)NC)C2)CC[C@H]2CCC(C(=O)NC(c3ccccc3)c3ccccc3)N2C1=O,100.0
CHEMBL3699947,COC[C@H]1CN[C@H](C)CN1CC(=O)N1CC(C)(C)c2cc(F)c(S(=O)(=O)c3ccc(OC)cc3)cc21,67.0
CHEMBL3699967,COC[C@H]1CN[C@H](C)CN1CC(=O)N1CC(C)(C)c2cnc(Cc3cccc(Cl)c3)cc21,12.0
CHEMBL3700038,Cc1cnn(C[C@H]2CN[C@H](C)CN2CC(=O)N2CC3(Cc4ccccc4C3)c3ccc(C#N)cc32)c1,110.0
CHEMBL3696521,C[C@@H]1CN(CC(=O)N2CC3(CCC3)c3ccc(Cl)cc32)CCN1,8200.0
CHEMBL3700045,COC[C@H]1CN[C@H](C)CN1CC(=O)N1C[C@](C)(COC)c2ccc(Br)cc21,890.0
CHEMBL3699041,CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)Nc2ccc(NC(=O)N3CC[C@H]4CC[C@@H](C(=O)N[C@@H]5C[C@@H]5c5ccccc5)N4C(=O)[C@@H](NC(=O)[C@H](C)NC)C3)cc2)CC[C@H]2CC[C@@H](C(=O)N[C@@H]3C[C@@H]3c3ccccc3)N2C1=O,1000.0
CHEMBL3699999,COC[C@H]1CN[C@H](C)CN1CC(=O)N1CC(C)(C)c2cnc(Oc3c(C)cccc3C)cc21,96.0
CHEMBL3700039,C[C@@H]1CN(CC(=O)N2CC(C)(C)c3ccc(C#N)cc32)CCN1,7900.0
CHEMBL3699960,COC[C@H]1CN[C@H](C)CN1CC(=O)N1CC(C)(C)c2cnc(Cc3ccccc3F)cc21,9.0
CHEMBL3700054,COC[C@H]1CN[C@H](C)CN1CC(=O)N1CC(C)(C)c2nnc(Cl)cc21,630.0
CHEMBL3699036,CNCC(=O)N[C@H]1CN(C(=O)N2CCN(C(=O)N3CC[C@H]4CC[C@@H](C(=O)NC(c5ccccc5)c5ccccc5)N4C(=O)[C@@H](NC(=O)[C@H](C)NC)C3)CC2)CC[C@H]2CCC(C(=O)NC(c3ccccc3)c3ccccc3)N2C1=O,300.0
CHEMBL3700081,CCC(F)(F)c1cc2c(cn1)C(C)(C)CN2C(=O)CN1C[C@@H](C)NC[C@@H]1CN1CC[C@@H](F)C1,24.0
CHEMBL3700007,COC[C@H]1CN[C@H](C)CN1CC(=O)N1CC(C)(C)c2cnc(Oc3c(F)cccc3F)cc21,120.0
CHEMBL3600728,C[C@@H]1CN(CC(=O)N2CCc3ccc(Cl)cc32)CCN1,29000.0
CHEMBL3700002,CCC1(C)CN(C(=O)CN2C[C@@H](C)NC[C@@H]2COC)c2cc(Cl)ccc21,520.0
CHEMBL3700067,CCC(F)(F)c1cc2c(cn1)C(C)(C)CN2C(=O)CN1C[C@@H](C)NC[C@@H]1CN1CCCC1=O,23.0
CHEMBL3696522,CNC(=O)[C@H]1CN[C@H](C)CN1CC(=O)N1CC(C)(C)c2cc(F)c(S(=O)(=O)c3ccccc3)cc21,130.0
CHEMBL3700049,COC[C@H]1CN[C@H](C)CN1CC(=O)N1C[C@](C)(c2cc(C)no2)c2ccc(Cc3ccccc3)cc21,190.0
CHEMBL3699998,COC[C@H]1CN[C@H](C)CN1CC(=O)N1CC(C)(C)c2cnc(C3CCCCC3)cc21,240.0
CHEMBL3700061,CCC(F)(F)c1cnc2c(c1)N(C(=O)CN1C[C@@H](C)NC[C@@H]1CN1CCCC1=O)CC2(C)C,29.0
CHEMBL3699951,COC[C@H]1CN[C@H](C)CN1CC(=O)N1CC(C)(C)c2cc(=O)n(Cc3ccccc3)cc21,17.0
CHEMBL3699048,CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)Nc2ccc(NC(=O)N3CC[C@H]4CC[C@@H](C(=O)N[C@H]5CCC[C@@H]5c5ccccc5)N4C(=O)[C@@H](NC(=O)[C@H](C)NC)C3)cc2)CC[C@H]2CC[C@@H](C(=O)N[C@H]3CCC[C@@H]3c3ccccc3)N2C1=O,3000.0
CHEMBL3657134,C=CC(C=C)c1cccc2[nH]c([C@@H]3CC[C@@H]4CCN(C(=O)CCCCCCCCCCC(=O)N5CC[C@H]6CC[C@@H](c7nc8c(-c9ccccc9)cccc8[nH]7)N6C(=O)[C@@H](NC(=O)[C@H](C)NC)C5)C[C@H](NC(=O)[C@H](C)NC)C(=O)N43)nc12,50.0
CHEMBL3699956,COC[C@H]1CN[C@H](C)CN1CC(=O)N1CC(C)(C)c2cnc(CC(C)C)cc21,310.0
CHEMBL3699984,COC[C@H]1CN[C@H](C)CN1CC(=O)N1CC(C)(C)c2cnc(C#N)cc21,870.0
CHEMBL3696515,C[C@@H]1CN(CC(=O)N2CC(C)(C)c3cc(F)c(S(=O)(=O)N4CCCC4)cc32)CCN1,4100.0
CHEMBL3699033,CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)Nc2ccc(CCc3ccc(NC(=O)N4CC[C@H]5CC[C@@H](C(=O)NC(c6ccccc6)c6ccccc6)N5C(=O)[C@@H](NC(=O)[C@H](C)NC)C4)cc3)cc2)CC[C@H]2CCC(C(=O)NC(c3ccccc3)c3ccccc3)N2C1=O,300.0
CHEMBL3700087,C[C@@H]1CN(CC(=O)N2CC(C)(C)c3ncc(C(C)(F)F)cc32)[C@@H](CN2CCc3cccnc32)CN1,140.0
CHEMBL3700040,COC[C@H]1CN[C@H](C)CN1CC(=O)N1CC(C)(c2cccnc2)c2ccc(Cc3ccccc3)cc21,13.0
CHEMBL3696488,C[C@@H]1CN(CC(=O)N2CCc3cc(F)ccc32)CCN1,170000.0
CHEMBL3696492,C[C@@H]1CN(CC(=O)N2CC(C)(C)c3c(Cl)cccc32)CCN1,17000.0
CHEMBL3699954,COC[C@H]1CN[C@H](C)CN1CC(=O)N1CC(C)(C)c2ccc(S(=O)(=O)Cc3ccccc3)cc21,820.0
CHEMBL3699983,COC[C@H]1CN[C@H](C)CN1CC(=O)N1CC(C)(C)c2cnc(N3CCCC3=O)cc21,650.0
CHEMBL3699987,COC[C@H]1CN[C@H](C)CN1CC(=O)N1CC(C)(C)c2cnc(C3=CCCCC3)cc21,23.0
CHEMBL3700023,COC[C@H]1CN[C@H](C)CN1CC(=O)N1CC(C)(c2ccccn2)c2ccc(Cc3ccccc3)cc21,12.0
CHEMBL3699979,COC[C@H]1CN[C@H](C)CN1CC(=O)N1CC(C)(C)c2cnc(Cc3ccc(OC)cc3)cc21,23.0
CHEMBL3699961,COC[C@H]1CN[C@H](C)CN1CC(=O)N1CC(C)(C)c2cnc(Cc3ccccc3Cl)cc21,35.0
CHEMBL3699958,COC[C@H]1CN[C@H](C)CN1CC(=O)N1CC(C)(C)c2cnc(CCC(C)C)cc21,16.0
CHEMBL3699061,CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)NCCCCCCNC(=O)N2CC[C@H]3CC[C@@H](C(=O)NC4Cc5ccccc5C4)N3C(=O)[C@@H](NC(=O)[C@H](C)NC)C2)CC[C@H]2CCC(C(=O)NC3Cc4ccccc4C3)N2C1=O,10000.0
CHEMBL3696520,CNC(=O)[C@H]1CN[C@H](C)CN1CC(=O)N1CC(C)(C)c2ccc(Cl)cc21,2100.0
CHEMBL3700009,COC[C@H]1CN[C@H](C)CN1CC(=O)N1CC(C)(C)c2cnc(Oc3c(C)cccc3Cl)cc21,44.0
CHEMBL3700022,C[C@@H]1CN(CC(=O)N2CC(C)(c3ccccc3)c3ccc(C#N)cc32)[C@@H](Cn2cccn2)CN1,200.0
CHEMBL3699018,CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)NCc2cccc(CNC(=O)N3CC[C@H]4CC[C@@H](C(=O)NC(c5ccccc5)c5ccccc5)N4C(=O)[C@@H](NC(=O)[C@H](C)NC)C3)c2)CC[C@H]2CCC(C(=O)NC(c3ccccc3)c3ccccc3)N2C1=O,100.0
CHEMBL3657131,CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)CCCCOCCCCC(=O)N2CC[C@H]3CC[C@@H](c4nc5c(-c6ccccc6)cccc5[nH]4)N3C(=O)[C@@H](NC(=O)[C@H](C)NC)C2)CC[C@H]2CC[C@@H](c3nc4c(-c5ccccc5)cccc4[nH]3)N2C1=O,20.0
CHEMBL3696508,C[C@@H]1CN(CC(=O)N2CCc3cc(F)c(S(=O)(=O)c4ccccc4)cc32)CCN1,1300.0
CHEMBL3699053,CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)Nc2ccc(NC(=O)N3CC[C@H]4CC[C@@H](C(=O)N[C@H]5C[C@@H]5c5ccc(C(F)(F)F)c(F)c5)N4C(=O)[C@@H](NC(=O)[C@H](C)NC)C3)cc2)CC[C@H]2CC[C@@H](C(=O)N[C@H]3C[C@@H]3c3ccc(C(F)(F)F)c(F)c3)N2C1=O,3000.0
CHEMBL3700047,C[C@@H]1CN(CC(=O)N2CC(C)(C)c3ncc(Cc4ccccc4)cc32)[C@@H](C(=O)N(C)C)CN1,11.0
CHEMBL3700085,C[C@@H]1CN(CC(=O)N2CC(C)(C)c3cnc(Cc4ccc(F)cc4F)cc32)[C@@H](CN2CCCC2)CN1,14.0
CHEMBL3696497,C[C@@H]1CN(CC(=O)N2CCc3cc(Br)c(S(=O)(=O)N(C)C)cc32)CCN1,27000.0
CHEMBL3699997,COC[C@H]1CN[C@H](C)CN1CC(=O)N1CC(C)(C)c2ccc(C#N)cc21,710.0
CHEMBL3600725,Cc1ccc2c(c1)N(C(=O)CN1CCN[C@H](C)C1)CC2,95000.0
CHEMBL3699057,CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)NCCCCCCNC(=O)N2CC[C@H]3CC[C@@H](C(=O)N[C@H]4CCC[C@@H]4c4ccccc4)N3C(=O)[C@@H](NC(=O)[C@H](C)NC)C2)CC[C@H]2CCC(C(=O)N[C@H]3CCC[C@@H]3c3ccccc3)N2C1=O,1000.0
CHEMBL3699054,CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)Nc2ccc(Cc3ccc(NC(=O)N4CC[C@H]5CC[C@@H](C(=O)N[C@H]6C[C@@H]6c6ccccc6)N5C(=O)[C@@H](NC(=O)[C@H](C)NC)C4)cc3)cc2)CC[C@H]2CCC(C(=O)N[C@H]3C[C@@H]3c3ccccc3)N2C1=O,3000.0
CHEMBL3699059,CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)NCCCCCCNC(=O)N2CC[C@H]3CC[C@@H](C(=O)N[C@@H]4CCC[C@@H]4c4ccccc4)N3C(=O)[C@@H](NC(=O)[C@H](C)NC)C2)CC[C@H]2CCC(C(=O)N[C@@H]3CCC[C@@H]3c3ccccc3)N2C1=O,1000.0
CHEMBL3699981,C[C@@H]1CN(CC(=O)N2CC(C)(C)c3cnc(Cc4ccccc4)cc32)[C@@H](C(=O)N2CCC2)CN1,14.0
CHEMBL3699957,COC[C@H]1CN[C@H](C)CN1CC(=O)N1CC(C)(C)c2cnc(Oc3ccccc3)cc21,99.0
CHEMBL3700042,C[C@@H]1CN(CC(=O)N2CC(C)(C)c3cnc(Oc4ccccc4Cl)cc32)[C@@H](C(=O)N2CCOCC2)CN1,14.0
CHEMBL3696496,CNS(=O)(=O)c1cc2c(cc1Br)CCN2C(=O)CN1CCN[C@H](C)C1,60000.0
CHEMBL3699977,COC[C@H]1CN[C@H](C)CN1CC(=O)N1CC(C)(C)c2cnc(C(=O)c3ccccc3)cc21,77.0
CHEMBL3696490,COC(=O)c1ccc2c(c1)N(C(=O)CN1CCN[C@H](C)C1)CC2,6800.0
